Comp,BID,UMAP_0,UMAP_1,rg_mean_true,rg_var_true,rg_mean_pred,rg_var_pred,rg_mean_std,rg_var_std
0.15,0.8,11.250781,5.066471,12.877413799625002,8.938124224501292,0.17383895580956427,0.1277818161272819,0.9998837425684747,0.9998837425684747
0.1,0.4,12.843269,2.8897893,13.541903345416666,3.9960493006271345,10.227021522585027,3.3460853980246688,0.5210982508510271,0.5210982508510271
0.2,0.8,12.391927,4.286795,12.385136011458334,4.13792133576265,6.629981758025383,5.425710583784537,0.8148735920141006,0.8148735920141006
0.1,0.6,12.510074,1.7195168,14.253700154999999,8.152126992573184,10.470506018433621,3.8805352178334953,0.6268665835628161,0.6268665835628161
0.15,0.4,9.548967,4.507296,13.461128023333332,6.7709651259260015,7.503586742091099,1.8702994601845737,0.7801253104856541,0.7801253104856541
0.1,0.4,12.815116,3.2388027,13.06650476875,2.5810739425205123,4.931419846157492,2.279567651561502,0.878188210451048,0.878188210451048
0.1,0.2,12.823741,3.4602036,12.564600256624999,2.0629406252338898,6.441389034836086,0.8111835147759827,0.8002894122952401,0.8002894122952401
0.3,0.8,12.615503,1.8605714,9.945110665791667,2.7662357176087413,4.080943687879621,0.9303448399969293,0.7649027294362167,0.7649027294362167
0.25,0.8,12.604877,3.626605,12.984657531083334,4.531910943260482,4.228191942953988,1.9642408524237394,0.931850330753986,0.931850330753986
0.3,0.8,8.823957,2.3001246,9.768369880833333,3.1622616546132902,1.9324508774625133,0.3512828321870079,0.9768474298709874,0.9768474298709874
0.4,0.8,11.971588,4.472023,9.059281019624999,1.875834871762387,2.0334476604330405,-1.3657690661781814,0.7244004825601106,0.7244004825601106
0.1,0.6,12.775433,3.3912187,13.773387103749998,8.062144125754577,6.142345962381711,1.9722547561683568,0.8527693022833397,0.8527693022833397
0.4,0.6,9.112175,3.907548,8.960797487208334,1.1054896519618391,6.849515513958711,0.4148560695007025,0.6808242085612538,0.6808242085612538
0.2,0.4,12.804172,3.0686135,10.739156168541667,2.3747403324594423,4.236312205434873,1.4155226052355285,0.900632448420526,0.900632448420526
0.25,0.2,12.510889,3.8106842,9.358677996875,1.112226885092634,5.141903740983426,1.5291637757517509,0.8329244346842458,0.8329244346842458
0.3,0.2,12.661626,3.5777802,9.009515220291666,0.8935447463767278,4.969020638391228,1.0738685695213355,0.7806565306754961,0.7806565306754961
0.4,0.2,9.014854,1.8393317,8.698209937833333,1.3054637256478347,7.545423374907283,1.002794047894802,0.3479512635963115,0.3479512635963115
0.25,0.4,12.661251,2.9724195,10.153300917041667,2.5023037166315403,8.45243551690288,4.603592899277146,0.6376007113295873,0.6376007113295873
0.2,0.4,12.727208,3.5251265,11.32664951425,5.283725927141359,4.586333569281219,1.1605604290970077,0.8930853648141363,0.8930853648141363
0.3,0.2,8.91485,1.9550416,8.977580317,1.012414408721809,1.4834743893285216,0.244032788338876,0.9910799270556991,0.9910799270556991
0.2,0.2,12.850883,2.17777,10.586775476041668,3.3412389547144477,8.938663843145585,0.8002889328403735,0.5059334719239476,0.5059334719239476
0.4,0.4,12.518609,3.7092886,8.766855305291667,0.9335887862978199,3.0017450037879896,0.19031751580403614,0.8387561198232273,0.8387561198232273
0.6,0.8,-9.095927,6.0823097,8.10124031025,0.5014520812001484,8.17574884932496,2.3807693402548398,0.23819580663690398,0.23819580663690398
0.3,0.2,9.267267,3.9059856,9.305994999416667,1.2074262795067978,0.4846818060341134,0.14362708102455266,0.9988046986010206,0.9988046986010206
0.4,0.2,9.174959,4.010139,8.381693003041667,0.5413253686897214,0.01743518010631313,0.0018084961603032372,0.9999977991691734,0.9999977991691734
0.6,0.4,-10.098592,5.6313386,7.9472777446250005,1.1894348695318215,2.2797237395172347,-0.11719769167886002,0.8817658769395634,0.8817658769395634
0.25,0.6,9.236001,4.17987,10.586904351125,3.0602035799981104,2.4142316725424338,0.3999038027298809,0.9323310569276748,0.9323310569276748
0.8,0.6,-9.727497,5.5686,7.302269657958334,0.5815379694398751,0.07009966218161834,-0.00824139555132923,0.9998593875380638,0.9998593875380638
0.4,0.8,12.673968,3.5480525,9.041813788625001,1.6156949387794541,4.538882390130426,0.4471497450460987,0.8419203587281583,0.8419203587281583
0.1,0.6,11.153119,1.0440053,13.743113257916667,4.003480440891756,1.0377403064589117,0.394507274170555,0.9944823393812778,0.9944823393812778
0.25,0.8,11.122347,0.8110383,10.786617937291666,2.922355131070048,2.8818899145003716,1.1309857339900253,0.9711943839095782,0.9711943839095782
0.2,0.8,12.783079,2.8358982,11.392291217291666,3.810874340777785,6.119094082529899,7.146021178851022,0.7939601702944671,0.7939601702944671
0.25,0.8,12.557443,1.6359,10.490383790541667,2.964644644877921,5.672954533644256,4.305420273936169,0.9340044943126153,0.9340044943126153
0.1,0.6,8.715085,2.4727352,13.343789847916668,5.030070716922589,3.877153339790102,0.7634339600605298,0.9016683360501417,0.9016683360501417
0.3,0.6,8.88002,1.9012154,9.316999816625,1.9847905861040298,5.451040505955102,2.4463324349037068,0.8410154334010116,0.8410154334010116
0.25,0.6,10.458219,0.83255714,10.055452151958333,2.6533095945569967,0.7158788804151189,0.23180584629443887,0.9976826877779503,0.9976826877779503
0.1,0.6,9.413003,4.0365243,13.615528305416667,7.604716523527032,3.093518993883659,1.5816740124026185,0.9804954767501444,0.9804954767501444
0.3,0.2,10.259621,4.8643694,8.993235109958333,0.8105312769083513,4.394901921360344e-05,1.4821132332944511e-05,0.9999999999864325,0.9999999999864325
0.6,0.6,-8.830723,6.60014,7.892435803375,0.49992194377292976,5.9736492800273036,0.7805417496291476,0.6946936801145719,0.6946936801145719
0.2,0.6,12.509481,1.8233383,10.706115529166667,3.372927081274478,1.3569501552207108,0.3620121598691487,0.9967897999739463,0.9967897999739463
0.6,0.2,-10.878547,6.298003,7.9215765739999995,0.38192468098601123,5.410315391930217,0.8503678802030663,0.6250155717787027,0.6250155717787027
0.1,0.8,11.846708,4.6497874,14.800565235,7.075953668537902,0.9976188513570683,0.36108885787265027,0.9979651058897459,0.9979651058897459
0.6,0.2,-9.899957,5.604015,7.799853028458333,0.7180591019364168,0.5955980455794895,-0.22114157252611744,0.9887490767449477,0.9887490767449477
0.6,0.6,-10.822648,6.1019096,7.610266122541667,0.2617378718977809,5.894977222224586,0.294952109230075,0.7048082426767224,0.7048082426767224
0.1,0.8,12.924609,2.7237582,14.829212176666667,9.584119115172658,8.664199357451844,4.206834940393185,0.8317385530327872,0.8317385530327872
0.4,0.4,11.734237,4.8295884,8.716203674708334,0.9117570097924252,0.0002638684729773507,6.493663921514265e-06,0.9999999973160387,0.9999999973160387
0.8,0.8,-10.48183,7.4756484,7.2956869361250005,0.4141001991953513,5.484325607382341,0.028284643461595427,0.518176340312725,0.518176340312725
0.8,0.6,-8.850601,6.552498,7.342435196125,0.35358765251957175,5.19712857609831,0.5333868799545808,0.41408596309989526,0.41408596309989526
